date,product,store,sales,lag_1,lag_7,rolling_mean,day_of_week,forecast
2023-07-23,P2,S2,27,17.0,30.0,24.142857142857142,6,29.114418488364063
2023-07-23,P3,S1,39,33.0,29.0,26.428571428571427,6,31.525673498453187
2023-07-23,P3,S2,25,30.0,24.0,27.571428571428573,6,27.52235697393398
2023-07-24,P3,S1,13,39.0,18.0,30.0,0,19.646177411052815
2023-07-24,P2,S2,21,27.0,14.0,29.571428571428573,0,19.888413297560824
2023-07-24,P3,S2,17,25.0,15.0,29.0,0,19.588378796122118
2023-07-24,P1,S2,19,40.0,29.0,30.142857142857142,0,20.046387407147183
2023-07-24,P1,S1,17,28.0,27.0,31.714285714285715,0,19.212126826898036
2023-07-24,P2,S1,24,26.0,11.0,30.714285714285715,0,18.42498982880452
2023-07-25,P1,S1,16,17.0,22.0,28.857142857142858,1,19.35586639015198
2023-07-25,P1,S2,19,19.0,16.0,26.0,1,19.1809170985493
2023-07-25,P2,S1,22,24.0,30.0,25.571428571428573,1,19.779103887081714
2023-07-25,P2,S2,22,21.0,25.0,25.0,1,19.186962369982364
2023-07-25,P3,S1,11,13.0,21.0,21.142857142857142,1,20.042522924557698
2023-07-25,P3,S2,25,17.0,25.0,19.571428571428573,1,19.482606875791404
2023-07-26,P3,S1,22,11.0,24.0,17.428571428571427,2,19.638366293382425
2023-07-26,P2,S2,25,22.0,20.0,18.142857142857142,2,19.845940485047496
2023-07-26,P3,S2,26,25.0,20.0,19.0,2,20.27264408517786
2023-07-26,P1,S2,26,19.0,17.0,18.285714285714285,2,19.85156200536553
2023-07-26,P1,S1,21,16.0,25.0,17.571428571428573,2,18.651716984674657
2023-07-26,P2,S1,22,22.0,15.0,18.857142857142858,2,19.761525280947648
2023-07-27,P3,S1,22,22.0,29.0,19.571428571428573,3,19.768318518025332
2023-07-27,P2,S2,24,25.0,19.0,21.571428571428573,3,19.995351687574377
2023-07-27,P3,S2,13,26.0,13.0,22.142857142857142,3,18.66386108502676
2023-07-27,P1,S2,19,26.0,15.0,22.285714285714285,3,19.21830942455426
2023-07-27,P1,S1,22,21.0,12.0,22.571428571428573,3,19.18675576156112
2023-07-27,P2,S1,31,22.0,19.0,23.428571428571427,3,19.84018876925507
2023-07-28,P1,S1,13,22.0,22.0,23.428571428571427,4,19.029143742829678
2023-07-28,P1,S2,21,19.0,27.0,23.0,4,18.63418983781288
2023-07-28,P2,S1,20,31.0,31.0,23.857142857142858,4,19.252609790835667
2023-07-28,P2,S2,16,24.0,17.0,23.571428571428573,4,19.15951062103743
2023-07-28,P3,S1,20,22.0,22.0,23.0,4,19.46602235819056
2023-07-28,P3,S2,27,13.0,22.0,21.857142857142858,4,19.16080542316602
2023-07-29,P3,S1,28,20.0,33.0,21.571428571428573,5,29.393517961857206
2023-07-29,P2,S2,25,16.0,17.0,20.714285714285715,5,28.324668248216916
2023-07-29,P3,S2,27,27.0,30.0,21.857142857142858,5,28.69761692032148
2023-07-29,P1,S2,24,21.0,29.0,20.428571428571427,5,28.834653452158232
2023-07-29,P2,S1,29,20.0,32.0,19.857142857142858,5,29.47276639186532
2023-07-29,P1,S1,33,13.0,30.0,18.571428571428573,5,30.48530305545039
2023-07-30,P1,S1,27,33.0,28.0,21.428571428571427,6,28.889104434740517
2023-07-30,P1,S2,23,24.0,40.0,22.0,6,27.79329984482817
2023-07-30,P2,S1,29,29.0,26.0,23.857142857142858,6,29.581160690683042
2023-07-30,P2,S2,27,25.0,27.0,23.571428571428573,6,29.049317180003886
2023-07-30,P3,S1,15,28.0,39.0,24.571428571428573,6,23.044311202646867
2023-07-30,P3,S2,40,27.0,25.0,25.571428571428573,6,30.79427188905772
2023-07-31,P1,S1,25,27.0,17.0,27.571428571428573,0,19.60533888042142
2023-07-31,P1,S2,18,23.0,19.0,26.142857142857142,0,19.179284263057667
2023-07-31,P2,S1,20,29.0,24.0,26.857142857142858,0,20.222599091386222
2023-07-31,P2,S2,14,27.0,21.0,26.571428571428573,0,19.354733753873067
2023-07-31,P3,S1,28,15.0,13.0,25.142857142857142,0,20.49592334245632
2023-07-31,P3,S2,29,40.0,17.0,26.857142857142858,0,21.95030756192039
2023-08-01,P3,S2,20,29.0,25.0,27.142857142857142,1,19.71900266570128
2023-08-01,P2,S2,13,14.0,22.0,25.285714285714285,1,19.473750416143982
2023-08-01,P3,S1,17,28.0,11.0,26.0,1,17.60963230748092
2023-08-01,P2,S1,20,20.0,22.0,24.714285714285715,1,19.587289134601207
2023-08-01,P1,S1,20,25.0,16.0,24.428571428571427,1,19.342161548180503
2023-08-01,P1,S2,25,18.0,19.0,24.857142857142858,1,19.38278874793903
2023-08-02,P1,S1,17,20.0,21.0,22.0,2,19.325132397368385
2023-08-02,P1,S2,18,25.0,26.0,21.428571428571427,2,19.854492402504942
2023-08-02,P2,S1,19,20.0,22.0,22.285714285714285,2,19.406044736466253
2023-08-02,P2,S2,19,13.0,25.0,20.142857142857142,2,19.50524814471157
2023-08-02,P3,S1,20,17.0,22.0,19.714285714285715,2,20.384910962869114
2023-08-02,P3,S2,14,20.0,26.0,19.0,2,17.667249912745778
2023-08-03,P1,S1,16,17.0,22.0,18.857142857142858,3,19.721899223399383
2023-08-03,P1,S2,13,18.0,19.0,18.571428571428573,3,19.954190901786045
2023-08-03,P2,S1,24,19.0,31.0,17.714285714285715,3,18.917863266459893
2023-08-03,P2,S2,9,19.0,24.0,17.571428571428573,3,17.86295012405381
2023-08-03,P3,S1,25,20.0,22.0,18.571428571428573,3,20.127830833935544
2023-08-03,P3,S2,26,14.0,13.0,18.142857142857142,3,19.8259434464795
2023-08-04,P3,S1,14,25.0,20.0,18.857142857142858,4,19.35182955609558
2023-08-04,P2,S2,19,9.0,16.0,17.714285714285715,4,19.828353548001463
2023-08-04,P3,S2,17,26.0,27.0,18.857142857142858,4,19.525942580389923
2023-08-04,P1,S2,6,13.0,21.0,18.0,4,18.578580627971927
2023-08-04,P2,S1,18,24.0,20.0,18.714285714285715,4,19.512691242917796
2023-08-04,P1,S1,18,16.0,13.0,18.142857142857142,4,19.37102477075531
2023-08-05,P1,S1,37,18.0,33.0,18.714285714285715,5,31.405443273718404
2023-08-05,P1,S2,33,6.0,24.0,16.0,5,31.198731550767647
2023-08-05,P2,S1,25,18.0,29.0,17.285714285714285,5,28.500790780011222
2023-08-05,P2,S2,22,19.0,25.0,16.285714285714285,5,26.486089760957015
2023-08-05,P3,S1,28,14.0,28.0,16.428571428571427,5,29.573983551008443
2023-08-05,P3,S2,28,17.0,27.0,15.428571428571429,5,29.483466323071458
2023-08-06,P1,S1,32,37.0,27.0,18.428571428571427,6,31.58687830188982
2023-08-06,P1,S2,27,33.0,23.0,20.571428571428573,6,29.114343372288285
2023-08-06,P2,S1,32,25.0,29.0,23.285714285714285,6,29.33559458995465
2023-08-06,P2,S2,39,22.0,27.0,23.857142857142858,6,29.740419303245925
2023-08-06,P3,S1,34,28.0,15.0,25.142857142857142,6,30.518930845087684
2023-08-06,P3,S2,29,28.0,40.0,27.142857142857142,6,27.25166646990223
2023-08-07,P2,S2,16,39.0,14.0,30.285714285714285,0,18.956076538280943
2023-08-07,P3,S2,20,29.0,29.0,29.142857142857142,0,20.5593007473981
2023-08-07,P3,S1,20,34.0,28.0,29.285714285714285,0,20.351895636420835
2023-08-07,P2,S1,25,32.0,20.0,30.285714285714285,0,19.357913978244213
2023-08-07,P1,S2,18,27.0,18.0,31.0,0,19.656531071012434
2023-08-07,P1,S1,19,32.0,25.0,31.571428571428573,0,18.381314810970782
2023-08-08,P1,S1,17,19.0,20.0,30.285714285714285,1,19.651778640215433
2023-08-08,P1,S2,13,18.0,25.0,27.285714285714285,1,18.490341874642603
2023-08-08,P2,S1,21,25.0,20.0,26.714285714285715,1,19.483134583292372
2023-08-08,P2,S2,19,16.0,13.0,24.142857142857142,1,20.26377398335402
2023-08-08,P3,S1,22,20.0,17.0,22.428571428571427,1,19.466526908507067
2023-08-08,P3,S2,17,20.0,20.0,21.428571428571427,1,19.102325836641192
2023-08-09,P3,S2,22,17.0,14.0,19.285714285714285,2,20.091193436294144
2023-08-09,P3,S1,22,22.0,20.0,19.714285714285715,2,20.093196335685672
2023-08-09,P2,S2,11,19.0,19.0,19.857142857142858,2,19.855009387325666
2023-08-09,P1,S1,26,17.0,17.0,18.714285714285715,2,20.012372625174397
2023-08-09,P1,S2,15,13.0,18.0,18.285714285714285,2,19.03185100612504
2023-08-09,P2,S1,28,21.0,19.0,18.428571428571427,2,19.921203008632148
2023-08-10,P2,S2,8,11.0,9.0,17.142857142857142,3,12.89948142769611
2023-08-10,P3,S1,22,22.0,25.0,17.857142857142858,3,18.441136489941893
2023-08-10,P3,S2,7,22.0,26.0,17.857142857142858,3,17.218953091886018
2023-08-10,P2,S1,26,28.0,24.0,19.142857142857142,3,20.811729782377842
2023-08-10,P1,S1,16,26.0,16.0,20.428571428571427,3,19.622378485216974
2023-08-10,P1,S2,22,15.0,13.0,20.714285714285715,3,19.47266724949353
2023-08-11,P1,S1,15,16.0,18.0,20.0,4,19.90907357440713
2023-08-11,P1,S2,28,22.0,6.0,21.571428571428573,4,23.384183968731495
2023-08-11,P2,S1,17,26.0,18.0,22.142857142857142,4,19.950606504822066
2023-08-11,P2,S2,14,8.0,19.0,20.142857142857142,4,18.605352375666435
2023-08-11,P3,S1,19,22.0,14.0,19.285714285714285,4,19.184523463317586
2023-08-11,P3,S2,30,7.0,17.0,16.571428571428573,4,24.80033207747348
2023-08-12,P1,S2,24,28.0,33.0,18.428571428571427,5,28.21419732710197
2023-08-12,P2,S1,37,17.0,25.0,18.571428571428573,5,31.06303517740993
2023-08-12,P2,S2,39,14.0,22.0,17.428571428571427,5,33.48875111150974
2023-08-12,P3,S1,29,19.0,28.0,16.428571428571427,5,28.55165549418413
2023-08-12,P3,S2,23,30.0,28.0,19.571428571428573,5,27.821273337398523
2023-08-12,P1,S1,20,15.0,37.0,18.571428571428573,5,27.92508814101957
2023-08-13,P2,S2,25,39.0,39.0,23.142857142857142,6,26.801217872213908
2023-08-13,P3,S1,29,29.0,34.0,23.285714285714285,6,29.33574493957589
2023-08-13,P3,S2,29,23.0,29.0,24.142857142857142,6,29.308493065580315
2023-08-13,P2,S1,33,37.0,32.0,27.428571428571427,6,31.370101493576314
2023-08-13,P1,S1,40,20.0,32.0,27.571428571428573,6,35.02778099265478
2023-08-13,P1,S2,37,24.0,27.0,26.714285714285715,6,31.61122224624873
2023-08-14,P1,S1,21,40.0,19.0,30.285714285714285,0,20.073873150797453
2023-08-14,P1,S2,27,37.0,18.0,30.0,0,20.441139245469493
2023-08-14,P2,S1,24,33.0,25.0,30.571428571428573,0,19.669420727626317
2023-08-14,P2,S2,14,25.0,16.0,30.857142857142858,0,19.3786408204883
2023-08-14,P3,S1,26,29.0,20.0,29.714285714285715,0,20.293396586019746
2023-08-14,P3,S2,21,29.0,20.0,31.0,0,19.440064632728518
2023-08-15,P1,S1,23,21.0,17.0,30.571428571428573,1,20.97600784763263
2023-08-15,P1,S2,27,27.0,13.0,28.714285714285715,1,19.805072286623286
2023-08-15,P2,S1,14,24.0,21.0,26.857142857142858,1,19.550919987426333
2023-08-15,P2,S2,19,14.0,19.0,24.142857142857142,1,19.788601519955893
2023-08-15,P3,S1,17,26.0,22.0,24.285714285714285,1,19.791247780837796
2023-08-15,P3,S2,12,21.0,17.0,23.142857142857142,1,19.12583417589112
2023-08-16,P3,S1,23,17.0,22.0,21.428571428571427,2,19.646175741162256
2023-08-16,P2,S2,19,19.0,11.0,21.142857142857142,2,19.85072883957957
2023-08-16,P3,S2,20,12.0,22.0,19.0,2,20.315646530225948
2023-08-16,P1,S2,32,27.0,15.0,19.428571428571427,2,21.159872025796886
2023-08-16,P2,S1,10,14.0,28.0,19.428571428571427,2,18.0330880218241
2023-08-16,P1,S1,21,23.0,26.0,19.0,2,19.371122489868004
2023-08-17,P1,S1,19,21.0,16.0,19.0,3,19.53127520750404
2023-08-17,P1,S2,13,32.0,22.0,21.142857142857142,3,19.005046750233852
2023-08-17,P2,S1,21,10.0,26.0,19.857142857142858,3,20.777568312004064
2023-08-17,P2,S2,16,19.0,8.0,20.857142857142858,3,19.21419031252654
2023-08-17,P3,S1,9,23.0,22.0,20.285714285714285,3,19.808726833409732
2023-08-17,P3,S2,25,20.0,7.0,21.142857142857142,3,20.643559765540996
2023-08-18,P1,S1,24,19.0,15.0,20.571428571428573,4,19.39878643710458
2023-08-18,P1,S2,20,13.0,28.0,19.428571428571427,4,19.270688661339328
2023-08-18,P2,S1,21,21.0,17.0,17.857142857142858,4,19.50118445522052
2023-08-18,P2,S2,25,16.0,14.0,18.714285714285715,4,19.75397082883062
2023-08-18,P3,S1,21,9.0,19.0,17.285714285714285,4,20.268452094338567
2023-08-18,P3,S2,24,25.0,30.0,17.571428571428573,4,21.10916921626316
2023-08-19,P3,S2,31,24.0,23.0,18.142857142857142,5,29.46674023532998
2023-08-19,P3,S1,23,21.0,29.0,18.428571428571427,5,29.34159477797235
2023-08-19,P2,S2,30,25.0,39.0,20.142857142857142,5,28.899876530111392
2023-08-19,P1,S2,36,20.0,24.0,20.0,5,29.049557122805737
2023-08-19,P1,S1,28,24.0,20.0,21.142857142857142,5,29.045070682661358
2023-08-19,P2,S1,31,21.0,37.0,22.857142857142858,5,29.592442650266285
2023-08-20,P3,S2,36,31.0,29.0,23.714285714285715,6,30.187324999820024
2023-08-20,P1,S1,25,28.0,40.0,24.285714285714285,6,27.042211266431632
2023-08-20,P1,S2,26,36.0,37.0,26.428571428571427,6,27.584124595138555
2023-08-20,P2,S1,25,31.0,33.0,27.285714285714285,6,28.342412335610142
2023-08-20,P2,S2,24,30.0,25.0,28.714285714285715,6,28.05174926202706
2023-08-20,P3,S1,40,23.0,29.0,28.571428571428573,6,34.701329185386065
2023-08-21,P1,S1,29,25.0,21.0,29.142857142857142,0,20.060367179236522
2023-08-21,P1,S2,13,26.0,27.0,28.428571428571427,0,19.15603496086566
2023-08-21,P2,S1,20,25.0,24.0,28.0,0,19.664436826443353
2023-08-21,P2,S2,13,24.0,14.0,26.285714285714285,0,18.856818260192572
2023-08-21,P3,S1,16,40.0,26.0,27.571428571428573,0,20.088660104268865
2023-08-21,P3,S2,15,36.0,21.0,28.428571428571427,0,19.28058216401469
2023-08-22,P3,S1,31,16.0,17.0,27.428571428571427,1,20.648870354813035
2023-08-22,P3,S2,12,15.0,12.0,26.0,1,19.353575769931236
2023-08-22,P2,S2,23,13.0,19.0,24.142857142857142,1,19.996763420578635
2023-08-22,P1,S1,26,29.0,23.0,24.714285714285715,1,20.489245106024246
2023-08-22,P1,S2,18,13.0,27.0,23.142857142857142,1,18.342769905209426
2023-08-22,P2,S1,25,20.0,14.0,20.285714285714285,1,19.765188589397624
2023-08-23,P1,S1,26,26.0,21.0,18.857142857142858,2,20.216637595552783
2023-08-23,P1,S2,25,18.0,32.0,19.142857142857142,2,20.801769399240506
2023-08-23,P2,S1,15,25.0,10.0,20.571428571428573,2,18.544640746716496
2023-08-23,P2,S2,25,23.0,19.0,22.0,2,20.05688826317976
2023-08-23,P3,S1,21,31.0,23.0,22.285714285714285,2,20.345213358298846
2023-08-23,P3,S2,18,12.0,20.0,22.142857142857142,2,18.904360449990154
2023-08-24,P3,S1,23,21.0,9.0,22.285714285714285,3,19.78725437258342
2023-08-24,P2,S2,20,25.0,16.0,22.142857142857142,3,19.327887093202214
2023-08-24,P3,S2,16,18.0,25.0,22.142857142857142,3,17.96793114795634
2023-08-24,P1,S2,16,25.0,13.0,22.142857142857142,3,18.68660861884255
2023-08-24,P1,S1,15,26.0,19.0,22.571428571428573,3,19.858733790704445
2023-08-24,P2,S1,30,15.0,21.0,20.285714285714285,3,20.133936694421763
2023-08-25,P3,S1,20,23.0,21.0,21.857142857142858,4,19.8340344035371
2023-08-25,P2,S2,17,20.0,25.0,21.714285714285715,4,18.112099298294314
2023-08-25,P3,S2,20,16.0,24.0,20.428571428571427,4,20.281810177580162
2023-08-25,P1,S2,25,16.0,20.0,20.142857142857142,4,20.33174042445269
2023-08-25,P1,S1,16,15.0,24.0,18.714285714285715,4,19.556655762924798
2023-08-25,P2,S1,13,30.0,21.0,19.285714285714285,4,16.669845704326764
2023-08-26,P1,S1,29,16.0,28.0,19.428571428571427,5,29.47097698204184
2023-08-26,P1,S2,31,25.0,36.0,19.714285714285715,5,29.067381381560118
2023-08-26,P2,S1,33,13.0,31.0,18.714285714285715,5,31.302279176784754
2023-08-26,P2,S2,33,17.0,30.0,18.857142857142858,5,30.97529668157907
2023-08-26,P3,S1,25,20.0,23.0,19.428571428571427,5,28.136491281074136
2023-08-26,P3,S2,28,20.0,31.0,20.142857142857142,5,29.3786796628523
2023-08-27,P3,S1,20,25.0,40.0,19.428571428571427,6,24.630137822045427
2023-08-27,P2,S2,31,33.0,24.0,21.857142857142858,6,29.04173412247008
2023-08-27,P3,S2,30,28.0,36.0,22.285714285714285,6,28.860912075764396
2023-08-27,P1,S2,34,31.0,26.0,24.857142857142858,6,30.424107081274474
2023-08-27,P1,S1,35,29.0,25.0,26.571428571428573,6,31.128783184647865
2023-08-27,P2,S1,23,33.0,25.0,28.428571428571427,6,28.235721849480225
2023-08-28,P3,S2,16,30.0,15.0,29.857142857142858,0,19.812846991593748
2023-08-28,P3,S1,12,20.0,16.0,29.142857142857142,0,19.207779105426724
2023-08-28,P2,S2,23,31.0,13.0,28.857142857142858,0,20.074836835374416
2023-08-28,P1,S1,29,35.0,29.0,29.857142857142858,0,22.57858798887544
2023-08-28,P1,S2,15,34.0,13.0,30.285714285714285,0,18.957676546146878
2023-08-28,P2,S1,15,23.0,20.0,29.428571428571427,0,19.43955863276486
2023-08-29,P1,S1,22,29.0,26.0,28.857142857142858,1,20.684209703612588
2023-08-29,P1,S2,16,15.0,18.0,26.714285714285715,1,19.437352061762553
2023-08-29,P2,S1,18,15.0,25.0,26.0,1,18.4397835597194
2023-08-29,P2,S2,23,23.0,23.0,24.857142857142858,1,20.02696734034924
2023-08-29,P3,S1,22,12.0,31.0,21.571428571428573,1,19.906199994547194
2023-08-29,P3,S2,21,16.0,12.0,19.0,1,20.73096134961902
2023-08-30,P1,S1,18,22.0,26.0,18.857142857142858,2,19.032927756922057
2023-08-30,P1,S2,21,16.0,25.0,17.0,2,18.850337852305596
2023-08-30,P2,S1,19,18.0,15.0,17.428571428571427,2,19.635619826069327
2023-08-30,P2,S2,22,23.0,25.0,18.571428571428573,2,18.94503352521933
2023-08-30,P3,S1,17,22.0,21.0,18.428571428571427,2,19.902435983338574
2023-08-30,P3,S2,19,21.0,18.0,19.714285714285715,2,20.194811327264162
2023-08-31,P3,S2,21,19.0,16.0,20.142857142857142,3,19.840218009924502
2023-08-31,P3,S1,21,17.0,23.0,19.428571428571427,3,19.867882155808832
2023-08-31,P2,S2,14,22.0,20.0,20.285714285714285,3,20.012696769488148
2023-08-31,P1,S2,19,21.0,16.0,20.714285714285715,3,19.788586075909564
2023-08-31,P1,S1,15,18.0,15.0,20.0,3,19.618434988957926
2023-08-31,P2,S1,15,19.0,30.0,19.571428571428573,3,18.48285002691465
2023-09-01,P3,S2,15,21.0,20.0,19.571428571428573,4,19.69270883775112
2023-09-01,P1,S1,23,15.0,16.0,19.0,4,19.40319300784659
2023-09-01,P1,S2,17,19.0,25.0,19.285714285714285,4,18.122811033598097
2023-09-01,P2,S1,22,15.0,13.0,18.285714285714285,4,19.367851694454
2023-09-01,P2,S2,22,14.0,17.0,17.285714285714285,4,19.385672574551762
2023-09-01,P3,S1,22,21.0,20.0,17.714285714285715,4,19.73162570515394
2023-09-02,P1,S1,30,23.0,29.0,18.285714285714285,5,28.93836108676268
2023-09-02,P1,S2,31,17.0,31.0,17.714285714285715,5,29.55307351130505
2023-09-02,P2,S1,30,22.0,33.0,18.714285714285715,5,29.380294753626494
2023-09-02,P2,S2,19,22.0,33.0,19.142857142857142,5,27.874045830400163
2023-09-02,P3,S1,30,22.0,25.0,20.142857142857142,5,29.132828236540348
2023-09-02,P3,S2,41,15.0,28.0,20.285714285714285,5,30.808208474992554
2023-09-03,P3,S1,35,30.0,20.0,21.571428571428573,6,29.684448729918977
2023-09-03,P3,S2,23,41.0,30.0,24.142857142857142,6,27.547463069696068
2023-09-03,P2,S2,31,19.0,31.0,24.428571428571427,6,29.420522298927075
2023-09-03,P1,S1,28,30.0,35.0,25.571428571428573,6,30.088536660181045
2023-09-03,P1,S2,26,31.0,34.0,26.857142857142858,6,28.46590901486755
2023-09-03,P2,S1,31,30.0,23.0,28.0,6,29.220778969738458
2023-09-04,P1,S1,23,28.0,29.0,29.857142857142858,0,20.174144715620898
2023-09-04,P1,S2,22,26.0,15.0,29.285714285714285,0,19.459513768189357
2023-09-04,P2,S1,19,31.0,15.0,27.857142857142858,0,19.064269267492133
2023-09-04,P2,S2,21,31.0,23.0,29.571428571428573,0,20.736957564716434
2023-09-04,P3,S1,25,35.0,12.0,30.285714285714285,0,21.00680529748277
2023-09-04,P3,S2,24,23.0,16.0,29.142857142857142,0,19.471057868214565
2023-09-05,P3,S2,19,24.0,21.0,28.285714285714285,1,19.6485109032075
2023-09-05,P3,S1,20,25.0,22.0,27.857142857142858,1,19.72824069386101
2023-09-05,P2,S2,20,21.0,23.0,27.142857142857142,1,19.998630809929832
2023-09-05,P1,S1,14,23.0,22.0,26.0,1,19.34636610562235
2023-09-05,P1,S2,24,22.0,16.0,24.714285714285715,1,19.465798563194458
2023-09-05,P2,S1,19,19.0,18.0,22.428571428571427,1,19.435790118288818
2023-09-06,P3,S1,20,20.0,17.0,22.0,2,19.39202109557024
2023-09-06,P3,S2,26,19.0,19.0,21.285714285714285,2,20.28269971505788
2023-09-06,P2,S2,18,20.0,22.0,20.571428571428573,2,20.022358858393996
2023-09-06,P1,S1,25,14.0,18.0,19.571428571428573,2,19.44994957943083
2023-09-06,P1,S2,19,24.0,21.0,19.714285714285715,2,20.144483789256068
2023-09-06,P2,S1,14,19.0,19.0,19.285714285714285,2,19.021166045513024
2023-09-07,P1,S1,23,25.0,15.0,20.142857142857142,3,19.93795113289801
2023-09-07,P1,S2,15,19.0,19.0,20.0,3,19.896488293618233
2023-09-07,P2,S1,32,14.0,15.0,19.285714285714285,3,20.281685621500664
2023-09-07,P2,S2,21,18.0,14.0,19.0,3,19.863338556624182
2023-09-07,P3,S1,26,20.0,21.0,19.857142857142858,3,20.247265069276974
2023-09-07,P3,S2,19,26.0,21.0,20.142857142857142,3,20.13502318812044
2023-09-08,P2,S2,25,21.0,22.0,20.428571428571427,4,20.59566383665309
2023-09-08,P3,S1,24,26.0,22.0,20.571428571428573,4,20.44286654179002
2023-09-08,P3,S2,18,19.0,15.0,20.571428571428573,4,19.39878643710458
2023-09-08,P2,S1,26,32.0,22.0,23.142857142857142,4,21.389473177208693
2023-09-08,P1,S1,22,23.0,23.0,23.857142857142858,4,19.722983095068212
2023-09-08,P1,S2,24,15.0,17.0,23.142857142857142,4,19.15231795366524
2023-09-09,P1,S1,27,22.0,30.0,22.571428571428573,5,28.721743415431916
2023-09-09,P1,S2,31,24.0,31.0,23.0,5,29.61653258034193
2023-09-09,P2,S1,34,26.0,30.0,23.0,5,29.366051241972688
2023-09-09,P2,S2,28,25.0,19.0,23.857142857142858,5,29.05954588925928
2023-09-09,P3,S1,35,24.0,30.0,22.714285714285715,5,29.418939360674372
2023-09-09,P3,S2,37,18.0,41.0,22.0,5,31.675220363511404
2023-09-10,P3,S1,27,35.0,35.0,24.857142857142858,6,29.146982136134334
2023-09-10,P2,S2,31,28.0,31.0,25.714285714285715,6,30.1952692986583
2023-09-10,P3,S2,36,37.0,23.0,27.571428571428573,6,30.588425562094862
2023-09-10,P1,S2,25,31.0,26.0,28.285714285714285,6,28.75644241931346
2023-09-10,P1,S1,25,27.0,28.0,28.571428571428573,6,28.421395445499066
2023-09-10,P2,S1,29,34.0,31.0,30.0,6,29.22451329281728
2023-09-11,P3,S1,21,27.0,25.0,31.285714285714285,0,19.71277421438997
2023-09-11,P2,S2,13,31.0,21.0,30.714285714285715,0,19.247355155770762
2023-09-11,P3,S2,9,36.0,24.0,31.857142857142858,0,16.994936124313245
2023-09-11,P1,S2,20,25.0,22.0,30.142857142857142,0,19.832739821153027
2023-09-11,P1,S1,22,25.0,23.0,29.285714285714285,0,20.182867093002237
2023-09-11,P2,S1,12,29.0,19.0,29.571428571428573,0,19.981833734532046
2023-09-12,P1,S1,25,22.0,14.0,27.857142857142858,1,19.77799462718752
2023-09-12,P1,S2,19,20.0,24.0,26.857142857142858,1,19.368232553744736
2023-09-12,P2,S1,36,12.0,19.0,24.142857142857142,1,21.688557500087043
2023-09-12,P2,S2,31,13.0,20.0,20.857142857142858,1,21.370864892461018
2023-09-12,P3,S1,19,21.0,20.0,20.285714285714285,1,20.014617173167554
2023-09-12,P3,S2,19,9.0,19.0,18.0,1,21.691115323744487
2023-09-13,P3,S1,16,19.0,20.0,16.571428571428573,2,18.229559932128662
2023-09-13,P2,S2,11,31.0,18.0,17.857142857142858,2,15.49601385792477
2023-09-13,P3,S2,22,19.0,26.0,17.714285714285715,2,18.111124480468753
2023-09-13,P1,S2,28,19.0,19.0,18.714285714285715,2,19.995184064756902
2023-09-13,P2,S1,11,36.0,14.0,22.0,2,16.21749194917497
2023-09-13,P1,S1,24,25.0,25.0,22.571428571428573,2,20.088490049852957
2023-09-14,P1,S1,22,24.0,23.0,24.714285714285715,3,19.931754917334345
2023-09-14,P1,S2,25,28.0,15.0,26.0,3,19.28713003860041
2023-09-14,P2,S1,14,11.0,32.0,23.142857142857142,3,16.764935696688156
2023-09-14,P2,S2,8,11.0,21.0,22.0,3,16.442455986651222
2023-09-14,P3,S1,24,16.0,26.0,21.571428571428573,3,19.230047158767917
2023-09-14,P3,S2,15,22.0,19.0,19.571428571428573,3,19.418928302501698
2023-09-15,P1,S1,9,22.0,22.0,19.142857142857142,4,20.21604592361742
2023-09-15,P1,S2,20,25.0,24.0,19.285714285714285,4,18.786687673070283
2023-09-15,P2,S1,23,14.0,26.0,17.285714285714285,4,19.4568553400293
2023-09-15,P2,S2,19,8.0,25.0,16.857142857142858,4,21.067510714987947
2023-09-15,P3,S1,17,24.0,24.0,18.714285714285715,4,19.487933424377214
2023-09-15,P3,S2,19,15.0,18.0,18.571428571428573,4,19.693551625276
2023-09-16,P3,S2,30,19.0,37.0,18.142857142857142,5,28.82215696832881
2023-09-16,P2,S2,32,19.0,28.0,17.714285714285715,5,28.924748697607427
2023-09-16,P3,S1,31,17.0,35.0,16.571428571428573,5,29.07819884228202
2023-09-16,P2,S1,26,23.0,34.0,17.857142857142858,5,28.648530952297186
2023-09-16,P1,S1,28,9.0,27.0,18.0,5,27.780355712315096
2023-09-16,P1,S2,23,20.0,31.0,17.428571428571427,5,27.981766462408945
2023-09-17,P1,S1,25,28.0,25.0,19.285714285714285,6,28.83793673378505
2023-09-17,P1,S2,29,23.0,25.0,19.857142857142858,6,29.089128496654915
2023-09-17,P2,S1,19,26.0,29.0,20.857142857142858,6,28.452134781363
2023-09-17,P2,S2,30,32.0,31.0,23.0,6,29.75122096615179
2023-09-17,P3,S1,37,31.0,27.0,24.142857142857142,6,29.69755796685209
2023-09-17,P3,S2,22,30.0,36.0,27.142857142857142,6,26.919747003140916
2023-09-18,P1,S1,17,25.0,22.0,27.857142857142858,0,19.606180417242633
2023-09-18,P1,S2,21,29.0,20.0,28.0,0,19.63007147480391
2023-09-18,P2,S1,26,19.0,12.0,27.428571428571427,0,20.31217368293709
2023-09-18,P2,S2,17,30.0,13.0,28.0,0,19.21538057746461
2023-09-18,P3,S1,16,37.0,21.0,28.714285714285715,0,19.136856329695398
2023-09-18,P3,S2,10,22.0,9.0,27.428571428571427,0,17.130289328626862
